Id,SalePrice
1461,123716.338
1462,150613.728
1463,179217.736
1464,177991.564
1465,200955.672
1466,180736.48
1467,166223.166
1468,167484.064
1469,175468.072
1470,117544.032
1471,187724.298
1472,98684.302
1473,101196.952
1474,158838.974
1475,131631.524
1476,329623.892
1477,254994.756
1478,274059.074
1479,257629.646
1480,405909.094
1481,302799.05
1482,202392.162
1483,171356.798
1484,164123.848
1485,161825.686
1486,188207.726
1487,314533.388
1488,241669.126
1489,189859.062
1490,193095.986
1491,184683.362
1492,104000.278
1493,184344.628
1494,313829.788
1495,298371.108
1496,209819.002
1497,177591.606
1498,152433.24
1499,150154.278
1500,149953.682
1501,168895.294
1502,150438.548
1503,257751.098
1504,233182.25
1505,211563.584
1506,192478.89
1507,240623.92
1508,210343.362
1509,164824.16
1510,143813.902
1511,143867.638
1512,171477.532
1513,161800.762
1514,184732.322
1515,194209.13
1516,165976.082
1517,141862.306
1518,158099.968
1519,221838.286
1520,127869.82
1521,134531.072
1522,174418.084
1523,109756.032
1524,111248.78
1525,119896.2
1526,120936.528
1527,106491.056
1528,127113.206
1529,137268.644
1530,167712.024
1531,144117.022
1532,101272.09
1533,144082.03
1534,110577.508
1535,152496.98
1536,117142.078
1537,104493.984
1538,177225.036
1539,237754.252
1540,150420.414
1541,146804.16
1542,139986.594
1543,207442.558
1544,86498.776
1545,101287.964
1546,122283.19
1547,133267.774
1548,130138.072
1549,110370.366
1550,141011.75
1551,124355.822
1552,155980.536
1553,145881.01
1554,112903.434
1555,180808.184
1556,102280.53
1557,127259.872
1558,99909.31
1559,125872.75
1560,150679.006
1561,171275.27
1562,116094.986
1563,113428.514
1564,165668.624
1565,153034.146
1566,224265.442
1567,90934.82
1568,227358.118
1569,153696.956
1570,129070.624
1571,141385.118
1572,140375.838
1573,240503.296
1574,137511.698
1575,210581.412
1576,221366.696
1577,185379.778
1578,148993.26
1579,137464.734
1580,193145.982
1581,128116.09
1582,124017.922
1583,327030.214
1584,242179.348
1585,135974.478
1586,84289.3
1587,104175.134
1588,141105.164
1589,105474.384
1590,134049.44
1591,102383.068
1592,129206.642
1593,116350.624
1594,154514.018
1595,133557.21
1596,229268.928
1597,190556.332
1598,181515.99
1599,185495.634
1600,188461.28
1601,75689.178
1602,111552.78
1603,94102.39
1604,252058.864
1605,264479.126
1606,166640.658
1607,202190.812
1608,207422.254
1609,183432.922
1610,154258.5
1611,148107.214
1612,167793.3
1613,170326.938
1614,114113.54
1615,88604.512
1616,85218.648
1617,91338.22
1618,119447.242
1619,123645.698
1620,195828.276
1621,139275.766
1622,141609.406
1623,290296.896
1624,206899.594
1625,122210.012
1626,178794.788
1627,188678.964
1628,273728.874
1629,177056.992
1630,300985.856
1631,219048.618
1632,253636.514
1633,164524.538
1634,178532.798
1635,176093.412
1636,160101.254
1637,197162.63
1638,218465.87
1639,190837.81
1640,254341.278
1641,195421.86
1642,204349.182
1643,230693.77
1644,219582.294
1645,201582.106
1646,155455.24
1647,169832.58
1648,132537.414
1649,131094.222
1650,120427.722
1651,119221.996
1652,98246.802
1653,99660.988
1654,162593.834
1655,155910.842
1656,158849.294
1657,162249.832
1658,158060.606
1659,136862.46
1660,140785.944
1661,393279.6
1662,339510.286
1663,337733.426
1664,397162.448
1665,282732.438
1666,301100.77
1667,325273.576
1668,294998.644
1669,269698.564
1670,314666.95
1671,265007.994
1672,399431.81
1673,300525.618
1674,254182.126
1675,182338.026
1676,181402.778
1677,197069.356
1678,387326.234
1679,340066.798
1680,272313.412
1681,226087.082
1682,283873.768
1683,184685.32
1684,167116.33
1685,168576.2616
1686,167380.542
1687,159905.614
1688,178557.41
1689,179191.624
1690,175812.504
1691,167176.378
1692,248762.3
1693,158173.21
1694,178850.794
1695,169006.42
1696,290759.086
1697,168790.428
1698,343937.272
1699,323586.132
1700,238987.836
1701,266443.784
1702,265840.628
1703,259952.6
1704,291846.198
1705,215845.758
1706,372235.672
1707,190194.832
1708,196041.176
1709,276965.444
1710,219347.876
1711,243094.262
1712,253110.51
1713,249345.592
1714,215400.644
1715,190167.652
1716,175803.626
1717,159654.042
1718,132155.976
1719,196821.978
1720,253537.404
1721,160584.6
1722,124526.746
1723,151774.818
1724,202193.054
1725,229353.772
1726,183681.384
1727,167654.068
1728,177505.22
1729,157169.984
1730,182388.944
1731,118157.016
1732,127248.922
1733,115665.416
1734,126509.428
1735,123709.55
1736,111512.25
1737,359550.542
1738,202203.308
1739,292653.292
1740,205121.786
1741,173124.694
1742,167112.014
1743,171398.202
1744,289043.882
1745,214981.462
1746,251306.51
1747,227262.384
1748,221004.2
1749,159964.58
1750,144025.048
1751,234877.864
1752,113731.904
1753,163353.742
1754,230100.736
1755,164484.172
1756,119252.672
1757,111999.506
1758,157292.772
1759,178788.198
1760,160784.636
1761,153212.868
1762,191718.11
1763,172754.974
1764,109624.316
1765,183945.89
1766,187249.184
1767,215961.308
1768,128816.48
1769,166127.872
1770,137840.608
1771,129851.662
1772,139660.8
1773,134420.168
1774,167544.502
1775,127688.28
1776,113072.57
1777,106798.418
1778,119029.51
1779,118613.51
1780,176274.198
1781,124694.95
1782,94756.154
1783,135682.454
1784,93515.098
1785,114910.05
1786,170981.92
1787,173219.412
1788,72713.426
1789,104758.444
1790,87332.386
1791,218931.854
1792,149714.952
1793,139162.416
1794,131575.458
1795,132188.814
1796,118894.734
1797,127498.552
1798,117672.458
1799,108614.738
1800,118117.872
1801,130076.686
1802,155292.696
1803,164030.944
1804,133644.644
1805,129106.796
1806,117814.662
1807,160362.822
1808,118639.368
1809,127649.894
1810,146204.256
1811,124283.884
1812,120082.912
1813,117368.734
1814,96550.324
1815,72419.572
1816,94811.11
1817,129078.188
1818,162073.872
1819,116370.764
1820,79170.386
1821,125800.36
1822,162454.032
1823,74572.3
1824,141640.968
1825,143156.418
1826,99737.762
1827,105522.102
1828,135308.162
1829,126721.398
1830,156356.302
1831,180583.376
1832,151823.686
1833,155967.746
1834,132004.406
1835,168912.384
1836,143694.098
1837,94282.178
1838,130232.606
1839,84521.252
1840,156318.166
1841,143665.122
1842,104704.84
1843,138732.164
1844,130363.928
1845,156563.3
1846,146399.778
1847,179175.968
1848,72731.302
1849,116505.95
1850,121602.292
1851,157998.364
1852,120198.4
1853,130350.974
1854,157814.136
1855,151006.074
1856,211344.368
1857,186909.32
1858,171850.722
1859,142191.73
1860,151631.452
1861,142319.882
1862,284668.188
1863,280416.69
1864,280416.69
1865,286180.39
1866,296161.038
1867,244746.264
1868,276836.72
1869,187015.978
1870,240268.216
1871,232334.856
1872,168177.5
1873,213881.038
1874,135849.8
1875,210446.842
1876,191643.358
1877,207818.548
1878,215242.168
1879,121387.936
1880,130426.972
1881,242529.35
1882,256874.454
1883,191992.684
1884,208045.538
1885,257956.408
1886,276682.832
1887,204552.552
1888,278937.932
1889,159013.38
1890,129378.822
1891,139510.668
1892,104930.394
1893,134924.698
1894,154786.654
1895,164955.866
1896,121138.05
1897,117138.044
1898,111917.686
1899,131244.644
1900,133654.968
1901,163207.954
1902,136105.79
1903,223217.304
1904,127032.624
1905,189762.868
1906,152453.46
1907,201588.51
1908,119491.81
1909,135991.162
1910,128231.698
1911,211376.006
1912,257744.232
1913,164398.89
1914,76955.348
1915,263397.468
1916,84528.088
1917,278094.442
1918,132810.206
1919,156904.26
1920,180503.93
1921,355414.604
1922,293402.162
1923,211254.502
1924,225199.012
1925,219226.378
1926,338452.226
1927,132413.366
1928,160795.284
1929,114679.26
1930,129102.11
1931,139916.284
1932,140187.594
1933,174552.086
1934,180078.898
1935,175971.342
1936,180636.734
1937,180780.188
1938,168073.512
1939,238045.094
1940,194313.072
1941,176939.856
1942,186275.94
1943,200425.298
1944,292165.018
1945,322912.464
1946,180121.414
1947,268238.354
1948,190877.878
1949,235563.446
1950,176047.214
1951,258958.312
1952,246144.686
1953,162738.358
1954,211486.636
1955,128613.714
1956,291923.086
1957,172841.788
1958,309722.474
1959,153287.318
1960,105977.67
1961,114919.46
1962,99356.812
1963,103872.17
1964,112784.826
1965,153278.192
1966,152245.312
1967,263842.096
1968,366368.338
1969,333772.72
1970,366904.526
1971,366900.526
1972,323397.388
1973,259704.62
1974,284350.146
1975,385429.622
1976,280200.346
1977,352580.866
1978,326258.812
1979,312335.284
1980,185003.808
1981,304202.468
1982,210455.414
1983,205717.648
1984,166815.064
1985,214091.702
1986,217170.446
1987,172592.882
1988,171019.686
1989,181610.41
1990,214979.764
1991,201320.752
1992,208239.706
1993,164701.886
1994,245249.002
1995,182094.616
1996,266253.614
1997,298250.434
1998,336493.552
1999,239237.432
2000,306609.834
2001,269128.102
2002,226290.14
2003,264333.49
2004,263805.692
2005,212646.428
2006,213066.25
2007,258731.082
2008,186744.328
2009,184548.7
2010,186480.452
2011,138363.494
2012,167101.29
2013,174401.126
2014,181026.358
2015,188153.276
2016,186767.302
2017,194274.948
2018,118778.992
2019,128120.202
2020,122756.382
2021,113041.014
2022,192392.116
2023,153288.93
2024,231117.082
2025,326181.242
2026,173036.02
2027,146840.188
2028,155538.882
2029,164724.41
2030,271370.55
2031,213867.16
2032,235293.86
2033,262210.718
2034,159222.452
2035,205104.698
2036,186307.184
2037,189445.938
2038,290169.024
2039,192057.082
2040,355042.27
2041,270416.132
2042,198131.498
2043,170243.65
2044,188871.982
2045,221815.41
2046,157489.916
2047,148695.802
2048,127318.334
2049,166829.5
2050,181521.514
2051,103012.188
2052,129689.344
2053,127672.244
2054,84916.092
2055,160756.878
2056,126902.568
2057,115445.23
2058,214376.96
2059,131864.374
2060,164607.524
2061,189255.45
2062,126113.002
2063,103939.144
2064,137909.444
2065,117208.2
2066,189599.92
2067,153500.29
2068,167394.694
2069,90160.92
2070,107280.298
2071,92422.644
2072,153566.692
2073,130224.5
2074,170968.47
2075,137650.322
2076,115507.87
2077,135477.91
2078,122818.652
2079,135806.29
2080,114734.226
2081,119667.418
2082,157013.558
2083,144127.182
2084,105486.772
2085,121229.252
2086,129732.302
2087,120090.644
2088,113843.25
2089,89446.466
2090,135497.364
2091,126918.906
2092,134553.646
2093,140890.556
2094,126438.442
2095,156305.726
2096,91690.632
2097,96872.292
2098,155359.598
2099,75235.852
2100,127418.692
2101,143000.258
2102,143519.622
2103,102160.77
2104,159062.54
2105,129880.936
2106,96241.646
2107,235687.51
2108,111829.57
2109,108643.894
2110,123835.176
2111,155710.804
2112,141885.056
2113,113302.45
2114,111084.606
2115,152771.386
2116,110206.252
2117,149929.654
2118,118628.55
2119,106604.716
2120,112500.564
2121,107339.102
2122,96821.222
2123,94977.142
2124,192204.222
2125,150000.834
2126,164329.558
2127,167272.494
2128,137073.428
2129,106538.048
2130,144911.972
2131,176283.414
2132,120331.486
2133,118082.598
2134,121058.656
2135,107952.756
2136,96969.844
2137,119211.992
2138,135187.936
2139,149445.9
2140,129724.124
2141,135286.198
2142,126847.046
2143,137166.15
2144,125071.232
2145,124595.786
2146,152387.258
2147,177390.866
2148,140598.084
2149,150337.442
2150,215983.326
2151,125474.532
2152,182037.92
2153,167577.57
2154,111563.606
2155,127568.968
2156,235526.18
2157,237701.448
2158,233962.1
2159,211966.948
2160,162328.202
2161,253533.334
2162,393009.52
2163,307364.384
2164,253005.794
2165,186023.028
2166,139017.61
2167,210091.822
2168,198088.376
2169,186461.812
2170,209283.988
2171,143618.67
2172,140641.368
2173,165165.274
2174,232036.352
2175,306806.288
2176,294416.926
2177,246496.856
2178,222710.718
2179,136909.334
2180,241442.822
2181,186000.07
2182,222996.744
2183,184801.646
2184,132321.058
2185,126960.226
2186,144052.454
2187,146660.674
2188,155068.34
2189,217249.828
2190,96619.924
2191,98485.22
2192,101075.354
2193,102242.652
2194,107810.14
2195,106497.104
2196,104370.4
2197,113917.628
2198,166616.88
2199,181645.066
2200,126000.89
2201,124798.782
2202,184749.128
2203,161325.644
2204,171129.742
2205,113393.462
2206,130552.29
2207,218943.67
2208,231158.044
2209,207801.792
2210,122192.864
2211,106681.036
2212,108275.67
2213,102172.46
2214,141714.544
2215,99190.014
2216,166487.914
2217,93960.13
2218,94313.354
2219,84311.876
2220,79223.638
2221,264076.936
2222,221696.658
2223,265232.466
2224,229622.598
2225,156379.824
2226,213826.894
2227,204860.722
2228,255732.292
2229,235600.574
2230,153323.104
2231,202743.278
2232,196140.604
2233,173045.612
2234,235330.81
2235,197979.598
2236,277017.212
2237,319115.06
2238,208298.242
2239,122601.696
2240,156554.52
2241,169956.286
2242,132807.508
2243,136128.562
2244,93830.21
2245,91574.198
2246,139303.286
2247,107283.106
2248,114400.668
2249,116845.784
2250,132942.428
2251,149323.086
2252,191050.282
2253,157848.15
2254,176315.644
2255,195243.316
2256,174699.45
2257,206942.338
2258,167028.344
2259,177730.906
2260,151246.054
2261,180116.25
2262,206438.728
2263,304550.194
2264,372599.87
2265,190093.774
2266,244810.552
2267,315770.674
2268,333019.6
2269,163625.104
2270,184271.062
2271,241128.594
2272,211068.198
2273,163210.012
2274,170636.314
2275,175585.888
2276,173217.092
2277,198777.982
2278,154536.254
2279,117102.984
2280,112640.776
2281,173925.356
2282,175911.292
2283,105307.848
2284,108820.448
2285,145943.83
2286,120836.74
2287,307680.236
2288,257102.21
2289,350251.884
2290,363422.738
2291,299417.652
2292,362185.094
2293,382626.384
2294,353408.686
2295,378451.356
2296,277337.98
2297,268235.718
2298,290526.172
2299,357599.406
2300,299904.11
2301,250299.584
2302,236951.65
2303,251265.444
2304,252631.084
2305,176074.622
2306,178545.116
2307,180908.52
2308,228010.382
2309,246861.254
2310,204229.822
2311,190690.77
2312,169816.534
2313,167127.122
2314,169447.844
2315,169654.8456
2316,191448.562
2317,172753.764
2318,168204.1256
2319,168781.474
2320,175531.364
2321,250078.946
2322,168122.956
2323,164912.994
2324,159888.326
2325,213117.662
2326,163300.764
2327,205895.998
2328,215528.322
2329,182018.452
2330,178481.762
2331,342068.696
2332,355593.606
2333,314130.596
2334,263402.6
2335,249176.746
2336,322768.584
2337,188060.664
2338,268889.684
2339,236052.534
2340,340730.014
2341,222822.638
2342,238696.698
2343,214678.138
2344,234127.058
2345,247399.458
2346,207847.324
2347,181937.376
2348,221419.638
2349,165307.102
2350,255886.84
2351,248091.344
2352,255212.83
2353,247020.394
2354,127575.236
2355,144481.568
2356,143739.828
2357,195901.35
2358,193030.738
2359,122403.598
2360,109414.522
2361,136491.974
2362,265836.604
2363,135346.346
2364,152648.3
2365,208115.028
2366,178595.702
2367,226606.186
2368,181383.816
2369,229051.618
2370,167896.27
2371,165257.956
2372,180579.97
2373,244573.762
2374,278522.708
2375,237948.144
2376,268823.886
2377,341706.976
2378,135794.978
2379,209818.98
2380,138756.016
2381,157975.734
2382,197871.588
2383,218298.146
2384,235030.118
2385,151247.642
2386,132159.572
2387,128579.372
2388,126357.238
2389,120651.508
2390,139881.39
2391,135069.964
2392,111512.652
2393,162885.904
2394,139257.164
2395,205075.992
2396,148891.694
2397,212080.982
2398,118782.16
2399,73081.194
2400,70657.476
2401,108396.458
2402,127761.946
2403,161663.124
2404,146669.764
2405,155534.8
2406,127422.688
2407,120094.228
2408,135302.714
2409,127417.128
2410,181458.366
2411,114912.668
2412,153026.406
2413,128725.112
2414,125627.95
2415,150472.068
2416,124191.086
2417,118339.82
2418,115373.574
2419,131294.736
2420,119803.442
2421,154020.754
2422,111510.642
2423,135388.062
2424,162919.462
2425,235364.294
2426,132350.664
2427,138047.578
2428,173749.442
2429,115501.268
2430,124664.658
2431,119883.984
2432,125342.776
2433,134605.484
2434,134823.406
2435,150888.566
2436,103958.064
2437,109536.884
2438,121002.16
2439,109515.17
2440,120798.718
2441,110452.36
2442,103681.53
2443,112248.406
2444,119003.164
2445,94009.766
2446,144744.938
2447,208342.648
2448,147448.45
2449,110478.548
2450,158902.624
2451,121698.646
2452,233816.23
2453,93771.816
2454,125879.368
2455,108416.922
2456,132165.86
2457,113646.476
2458,114562.524
2459,101634.31
2460,135922.148
2461,111209.408
2462,128740.26
2463,114309.766
2464,180463.39
2465,129032.566
2466,117961.954
2467,144492.264
2468,100099.38
2469,97896.988
2470,199762.846
2471,193032.34
2472,185037.038
2473,119262.262
2474,117514.19
2475,238514.11
2476,114130.524
2477,128737.286
2478,168927.48
2479,118086.056
2480,135651.232
2481,120137.55
2482,125369.976
2483,112110.712
2484,118755.206
2485,114799.542
2486,150578.428
2487,208019.536
2488,143369.334
2489,149280.65
2490,141490.456
2491,98718.564
2492,188750.812
2493,147817.296
2494,181995.564
2495,106136.028
2496,218235.808
2497,154094.114
2498,110289.798
2499,97667.32
2500,124145.006
2501,137030.702
2502,155373.554
2503,114172.79
2504,195508.828
2505,216461.624
2506,258172.194
2507,314136.228
2508,260208.51
2509,221340.592
2510,232595.648
2511,175277.264
2512,205093.106
2513,213028.75
2514,236556.952
2515,147818.712
2516,159399.42
2517,127081.938
2518,138695.66
2519,214042.5
2520,199340.48
2521,185641.292
2522,210831.666
2523,125023.74
2524,132408.458
2525,143753.034
2526,141493.784
2527,108792.066
2528,121591.442
2529,126296.488
2530,116083.66
2531,247976.07
2532,218794.546
2533,191922.596
2534,251827.09
2535,289428.252
2536,229314.818
2537,221982.54
2538,175539.886
2539,176215.074
2540,169684.846
2541,174030.322
2542,160365.472
2543,128513.35
2544,121967.896
2545,137303.166
2546,141243.742
2547,137253.146
2548,176086.05
2549,154437.448
2550,401500.994
2551,138177.308
2552,114673.184
2553,95892.018
2554,125763.466
2555,111680.77
2556,100578.03
2557,119146.752
2558,177510.554
2559,137549.104
2560,124920.49
2561,125652.336
2562,133268.772
2563,138430.066
2564,172207.73
2565,125977.572
2566,152089.59
2567,124365.834
2568,198227.778
2569,190710.524
2570,122235.844
2571,188854.546
2572,166425.426
2573,233088.04
2574,281191.378
2575,129782.614
2576,136070.512
2577,161339.062
2578,96373.638
2579,81210.646
2580,158500.384
2581,132428.652
2582,112678.596
2583,265014.712
2584,160348.65
2585,189334.934
2586,197689.764
2587,210300.532
2588,140456.798
2589,143321.878
2590,224608.112
2591,219426.778
2592,220267.83
2593,247566.904
2594,176007.38
2595,191953.618
2596,325865.844
2597,189047.25
2598,256302.37
2599,292057.452
2600,194680.626
2601,133222.956
2602,90612.55
2603,90669.748
2604,94124.466
2605,91961.06
2606,140593.648
2607,175996.798
2608,212501.31
2609,153508.66
2610,106742.574
2611,164827.726
2612,146675.07
2613,121263.64
2614,121445.746
2615,142508.732
2616,131594.332
2617,212791.214
2618,185358.694
2619,229369.776
2620,180308.204
2621,184464.906
2622,188103.172
2623,246480.042
2624,272772.61
2625,307067.524
2626,163795.192
2627,178672.586
2628,359668.71
2629,418513.41
2630,309900.08
2631,384101.426
2632,351129.138
2633,266718.488
2634,346071.154
2635,146328.812
2636,199160.462
2637,156657.352
2638,248125.416
2639,190712.268
2640,150942.142
2641,106330.952
2642,194154.836
2643,113922.476
2644,130002.134
2645,104935.476
2646,101493.05
2647,102965.546
2648,144178.744
2649,140007.098
2650,145701.14
2651,157451.152
2652,372966.776
2653,254539.99
2654,233715.684
2655,336956.574
2656,312568.028
2657,278832.606
2658,258371.664
2659,279648.072
2660,296191.36
2661,312343.182
2662,310716.97
2663,289634.1
2664,240345.384
2665,284288.63
2666,244629.662
2667,162637.124
2668,170675.97
2669,169732.476
2670,283055.198
2671,172845.928
2672,178755.636
2673,207199.07
2674,204326.426
2675,160791.402
2676,179262.652
2677,204046.104
2678,256017.04
2679,272711.85
2680,283613.818
2681,356090.222
2682,330916.742
2683,438797.032
2684,304377.218
2685,340787.734
2686,256383.78
2687,282833.026
2688,231585.972
2689,201810.962
2690,402268.994
2691,182853.582
2692,130017.096
2693,183894.128
2694,127753.53
2695,184323.758
2696,180309.858
2697,194086.75
2698,195603.254
2699,174548.418
2700,162039.118
