Id,SalePrice
1461,122376.3515625
1462,161010.96875
1463,181342.765625
1464,190150.40625
1465,185565.296875
1466,175023.96875
1467,172967.609375
1468,165217.4375
1469,190314.609375
1470,122963.625
1471,198123.140625
1472,97964.3046875
1473,98994.8828125
1474,153591.875
1475,131613.25
1476,388604.78125
1477,256183.15625
1478,290830.90625
1479,269538.28125
1480,517569.25
1481,316651.40625
1482,205608.96875
1483,170364.34375
1484,167586.96875
1485,181487.5625
1486,190777.0
1487,353240.46875
1488,232135.046875
1489,212362.09375
1490,218872.515625
1491,192688.9375
1492,91421.953125
1493,190973.9375
1494,289584.8125
1495,289403.125
1496,230191.28125
1497,182586.328125
1498,158409.625
1499,160556.0
1500,149308.0625
1501,166527.125
1502,152896.921875
1503,306352.0625
1504,231625.5
1505,221048.53125
1506,181254.53125
1507,232617.0625
1508,185189.390625
1509,159579.96875
1510,143550.0
1511,141299.953125
1512,165450.984375
1513,149198.3125
1514,166222.125
1515,202572.765625
1516,161392.359375
1517,162300.25
1518,136433.203125
1519,224430.71875
1520,130784.8984375
1521,134707.84375
1522,170299.40625
1523,107302.46875
1524,119788.4765625
1525,126821.0625
1526,119976.0546875
1527,110240.90625
1528,131829.125
1529,146686.90625
1530,176222.875
1531,103837.0703125
1532,98530.109375
1533,145677.78125
1534,119579.75
1535,146830.5625
1536,113827.8984375
1537,71543.2109375
1538,173679.796875
1539,206846.859375
1540,91315.8828125
1541,139558.8125
1542,139221.015625
1543,207068.296875
1544,74944.953125
1545,106698.890625
1546,132022.1875
1547,132416.171875
1548,138440.5
1549,118467.0546875
1550,145794.859375
1551,112527.921875
1552,140849.59375
1553,161682.375
1554,112557.9765625
1555,161442.40625
1556,86893.7578125
1557,114478.2890625
1558,96936.234375
1559,80829.5
1560,138612.671875
1561,148009.3125
1562,128195.046875
1563,120468.3671875
1564,155967.265625
1565,149532.34375
1566,239091.734375
1567,67273.2734375
1568,213956.28125
1569,133949.546875
1570,138843.78125
1571,124309.4765625
1572,150524.578125
1573,250020.65625
1574,113484.4609375
1575,219449.828125
1576,239464.5
1577,190743.125
1578,150417.8125
1579,145774.171875
1580,192413.453125
1581,153306.109375
1582,127746.765625
1583,339546.28125
1584,231675.53125
1585,139868.328125
1586,76979.140625
1587,97168.359375
1588,153493.46875
1589,92545.1640625
1590,136360.546875
1591,95043.390625
1592,115355.9609375
1593,139149.734375
1594,144692.390625
1595,109760.9140625
1596,245699.359375
1597,188219.296875
1598,214807.078125
1599,190627.09375
1600,185806.34375
1601,74384.734375
1602,116267.34375
1603,86453.328125
1604,270554.40625
1605,249095.296875
1606,167231.09375
1607,201336.765625
1608,215789.4375
1609,195620.625
1610,144002.046875
1611,143211.15625
1612,160855.828125
1613,160177.890625
1614,129355.7578125
1615,90135.6953125
1616,66300.6015625
1617,96392.7578125
1618,122314.9375
1619,139958.109375
1620,163172.171875
1621,133958.109375
1622,138228.796875
1623,292070.40625
1624,212158.109375
1625,128990.6953125
1626,165368.875
1627,185011.703125
1628,274241.375
1629,183117.28125
1630,376393.5625
1631,211153.671875
1632,234231.765625
1633,171052.78125
1634,190168.796875
1635,180805.359375
1636,156410.296875
1637,191435.015625
1638,198633.953125
1639,177648.109375
1640,261830.9375
1641,175186.84375
1642,223900.953125
1643,219562.359375
1644,226093.609375
1645,189199.859375
1646,157470.4375
1647,163499.53125
1648,131281.890625
1649,136056.234375
1650,111596.671875
1651,120174.0859375
1652,98440.703125
1653,99491.71875
1654,147821.1875
1655,151381.921875
1656,145958.515625
1657,148824.46875
1658,151641.015625
1659,134984.1875
1660,152745.28125
1661,471976.8125
1662,394575.78125
1663,397648.03125
1664,344346.71875
1665,310788.25
1666,331594.75
1667,370249.8125
1668,326062.96875
1669,295879.59375
1670,358212.25
1671,260094.015625
1672,486904.78125
1673,312159.09375
1674,242407.859375
1675,184969.109375
1676,188863.25
1677,216437.734375
1678,485236.6875
1679,395414.1875
1680,335918.21875
1681,261835.0
1682,307088.125
